danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.328,0.105,7,-24.149,0,0.0386,0.994,0.949,0.1,0.655,178.628,81080,4,classical
0.467,0.464,2,-7.732,1,0.0459,0.643,0,0.067,0.145,118.942,267520,4,bollywood
0.488,0.897,11,-9.129,0,0.0436,0.116,0,0.342,0.527,138.045,194720,4,rock
0.325,0.052,3,-26.184,1,0.0406,0.982,0.92,0.0889,0.0677,111.419,821093,4,classical
0.631,0.546,0,-7.15,0,0.0343,0.742,2.56E-06,0.101,0.336,134.899,216617,4,bollywood
0.59,0.908,3,-3.333,1,0.0509,0.000227,0.000875,0.187,0.73,143.035,166533,4,rock
0.666,0.512,5,-8.454,0,0.072,0.93,0.386,0.329,0.841,95.303,287399,4,bollywood
0.58,0.259,0,-15.034,1,0.159,0.723,0,0.0843,0.436,176.054,232500,4,bollywood
0.589,0.701,9,-2.969,1,0.0254,0.53,1.08E-06,0.114,0.779,93.04,199420,3,bollywood
0.229,0.254,11,-16.478,1,0.0372,0.959,0.893,0.322,0.0695,115.945,252400,3,classical
0.833,0.619,7,-5.595,1,0.0535,0.111,2.16E-05,0.159,0.903,109.918,306560,4,dance
0.124,0.129,11,-20.064,1,0.0343,0.674,0.763,0.348,0.201,165.569,898840,3,classical
0.413,0.966,4,-3.454,0,0.108,0.0154,0,0.301,0.78,134.964,303510,4,bollywood
0.291,0.188,10,-23.917,1,0.0299,0.956,0.885,0.11,0.44,93.508,85800,1,classical
0.477,0.901,11,-4.827,0,0.0375,4.31E-05,0.0381,0.182,0.566,139.969,240029,4,rock
0.827,0.941,11,-4.625,1,0.401,0.384,0,0.0958,0.693,92.08,276506,4,hip-hop
0.326,0.115,3,-9.013,1,0.0395,0.984,0.000327,0.228,0.356,138.908,53055,5,bollywood
0.658,0.422,9,-12.068,1,0.274,0.232,0,0.242,0.616,80.025,154907,4,rock
0.841,0.283,11,-12.705,1,0.35,0.00611,0,0.114,0.635,166.813,250507,4,dance
0.541,0.703,2,-7.372,1,0.0315,0.233,0.509,0.0864,0.43,105.924,204253,4,rock
0.461,0.569,1,-12.83,1,0.47,0.0309,1.61E-06,0.292,0.715,168.224,164467,4,hip-hop
0.324,0.917,7,-9.023,0,0.0491,9.02E-06,0.735,0.0752,0.751,179.917,146617,4,rock
0.542,0.83,2,-7.241,1,0.0319,0.00554,2.59E-05,0.569,0.554,92.056,184187,4,rock
0.637,0.74,7,-6.536,1,0.0288,0.29,1.89E-05,0.377,0.85,104.975,232293,4,rock
0.602,0.506,1,-11.046,1,0.509,0.153,0,0.106,0.282,93.804,250434,4,hip-hop
0.384,0.525,2,-15.18,0,0.0639,0.795,0.0608,0.926,0.831,100.993,402099,3,bollywood
0.419,0.995,8,-0.936,1,0.103,0.000671,0.198,0.306,0.412,175.01,230400,4,dance
0.647,0.479,7,-6.78,0,0.0254,0.0905,0.0269,0.158,0.374,110.027,236087,4,dance
0.819,0.646,5,-6.873,1,0.0432,0.496,6.62E-05,0.118,0.789,111.932,254700,4,bollywood
0.401,0.908,10,-3.26,1,0.0581,5.43E-05,1.20E-06,0.309,0.38,155.973,201093,4,rock
0.632,0.922,0,-4.278,0,0.0313,0.0255,6.48E-05,0.892,0.861,121.981,273893,4,dance
0.844,0.936,0,-6.491,0,0.223,0.168,0.000355,0.33,0.565,122.959,310000,4,bollywood
0.669,0.905,6,-3.774,0,0.118,0.101,0,0.477,0.32,123.926,185757,4,bollywood
0.565,0.745,1,-7.089,1,0.646,0.0774,0,0.48,0.736,159.792,192487,4,hip-hop
0.31,0.163,5,-16.584,1,0.0416,0.984,0.00465,0.116,0.171,131.88,427356,4,classical
0.742,0.784,11,-9.321,0,0.0559,0.0892,0.000116,0.444,0.84,141.995,143013,4,bollywood
0.277,0.131,1,-19.848,1,0.0478,0.876,0.00467,0.131,0.413,148.388,140627,4,classical
0.532,0.661,11,-4.949,0,0.0688,0.19,0,0.0612,0.609,180.03,655369,4,bollywood
0.798,0.53,8,-16.13,1,0.0808,0.814,0.936,0.256,0.966,82.592,148500,4,dance
0.778,0.854,10,-5.45,0,0.247,0.179,0,0.11,0.43,107.992,300773,4,rock
0.302,0.0223,2,-29.736,0,0.0435,0.991,0.873,0.123,0.51,93.147,74107,4,classical
0.601,0.818,6,-6.402,1,0.0475,0.0128,3.50E-05,0.152,0.59,130.047,208916,4,rock
0.488,0.949,11,-2.173,0,0.244,0.342,0,0.0917,0.384,104.775,381440,4,bollywood
0.564,0.632,1,-12.072,1,0.374,0.236,0,0.287,0.575,108.966,1230450,4,dance
0.571,0.79,8,-4.322,0,0.324,0.585,0,0.131,0.728,119.259,140000,5,hip-hop
0.719,0.595,3,-12.579,1,0.0991,0.82,1.80E-05,0.191,0.962,126.436,140960,4,bollywood
0.778,0.536,3,-9.607,0,0.039,0.231,0.823,0.0997,0.854,124.499,144120,4,rock
0.882,0.664,5,-3.925,0,0.0446,0.281,0.000137,0.14,0.424,100.083,72380,4,hip-hop
0.828,0.646,0,-5.718,0,0.184,0.29,0,0.176,0.914,104.98,166604,4,hip-hop
0.506,0.167,10,-20.276,1,0.0659,0.9,1.99E-06,0.224,0.349,101.965,188035,4,classical
0.834,0.74,2,-8.373,1,0.198,0.379,0,0.0979,0.608,89.971,144332,4,hip-hop
0.516,0.64,5,-4.988,1,0.0321,0.65,0,0.136,0.431,155.931,172308,4,bollywood
0.658,0.615,7,-4.511,1,0.034,0.653,0,0.16,0.774,139.939,270500,4,bollywood
0.518,0.684,11,-5.22,1,0.044,0.283,4.13E-06,0.278,0.18,82.219,55730,4,bollywood
0.547,0.384,4,-14.032,1,0.0422,0.981,0.115,0.64,0.73,109.834,142707,3,classical
0.52,0.744,9,-8.04,1,0.0313,0.0287,0.907,0.109,0.105,123.973,254430,4,dance
0.445,0.89,0,-7.242,0,0.0354,8.83E-05,0.000176,0.284,0.914,141.802,202587,4,rock
0.647,0.586,4,-7.096,0,0.0337,0.629,6.45E-06,0.329,0.384,118.984,280383,4,bollywood
0.339,0.895,8,-3.425,1,0.343,0.01,1.80E-05,0.754,0.567,185.739,242773,4,dance
0.657,0.58,6,-9.746,1,0.0828,0.559,0,0.095,0.348,70.094,195853,4,dance
0.847,0.585,11,-7.113,1,0.233,0.304,0,0.329,0.789,78.998,245225,4,dance
0.763,0.873,9,-5.358,0,0.0838,0.0744,0,0.125,0.789,126.026,282168,4,bollywood
0.385,0.819,11,-6.061,1,0.0497,6.38E-05,0.55,0.204,0.291,140.013,239213,4,rock
0.754,0.526,11,-4.463,1,0.344,0.851,2.44E-05,0.11,0.793,83.938,114442,4,hip-hop
0.704,0.553,1,-7.601,1,0.326,0.276,0,0.109,0.442,99.889,168107,4,hip-hop
0.495,0.5,8,-12.509,0,0.34,0.00354,0.000161,0.136,0.349,97.167,225882,4,hip-hop
0.874,0.788,1,-6.793,1,0.0906,0.146,6.79E-05,0.0507,0.879,107.997,192418,4,bollywood
0.873,0.558,1,-8.421,1,0.0609,0.00301,0.527,0.145,0.636,120.004,310678,4,dance
0.129,0.0872,10,-21.351,1,0.0389,0.913,0.866,0.106,0.0374,83.555,760667,3,classical
0.645,0.465,5,-9.389,0,0.517,0.477,0.00101,0.384,0.62,169.958,114173,4,hip-hop
0.791,0.843,11,-9.929,0,0.0692,0.00446,0.235,0.0988,0.772,126.018,503027,4,dance
0.459,0.736,6,-5.508,0,0.0487,0.288,0,0.235,0.751,88.195,162999,4,dance
0.571,0.84,2,-5.07,1,0.454,0.00292,0,0.296,0.535,94.622,170867,4,hip-hop
0.402,0.175,5,-16.079,1,0.0337,0.955,0.912,0.0745,0.446,84.677,389371,4,classical
0.66,0.695,9,-7.076,0,0.113,0.313,7.17E-06,0.0752,0.204,101.997,199179,4,dance
0.52,0.791,6,-5.276,1,0.0426,0.00136,0.00104,0.0827,0.652,139.926,216786,4,rock
0.423,0.883,3,-9.497,1,0.0507,0.0219,0.939,0.241,0.202,147.637,145867,4,rock
0.774,0.824,6,-7.821,0,0.178,0.173,0.227,0.067,0.505,114.723,258560,5,hip-hop
0.575,0.525,10,-5.964,1,0.0301,0.347,0.000243,0.0929,0.303,78.032,334667,4,bollywood
0.724,0.802,1,-5.88,0,0.0338,0.251,0.000766,0.358,0.765,127.624,234005,4,dance
0.766,0.936,7,-3.418,1,0.212,0.443,0,0.248,0.611,97.983,270464,4,bollywood
0.613,0.537,0,-9.595,1,0.0535,0.84,0.00344,0.119,0.61,135.973,186027,4,hip-hop
0.51,0.018,3,-21.082,1,0.0364,0.991,0.932,0.0941,0.548,89.314,143827,1,classical
0.732,0.746,7,-6.562,1,0.367,0.431,0,0.117,0.906,90.075,152834,4,hip-hop
0.164,0.0544,11,-28.574,0,0.0413,0.425,0.786,0.109,0.0332,68.33,313000,4,classical
0.219,0.091,7,-25.014,0,0.0526,0.8,0.0345,0.382,0.0983,78.819,321200,3,classical
0.671,0.879,5,-4.063,1,0.0693,0.117,0.302,0.0835,0.552,97.659,266347,4,dance
0.762,0.588,7,-8.708,1,0.37,0.231,0,0.348,0.827,90.652,237526,4,hip-hop
0.685,0.687,9,-6.972,1,0.2,0.0286,0,0.0615,0.439,136.024,346462,4,hip-hop
0.337,0.385,5,-13.533,1,0.0359,0.581,0.858,0.441,0.669,147.113,158787,4,rock
0.527,0.56,8,-12.625,1,0.0547,0.632,0.000229,0.0925,0.934,112.615,410366,4,bollywood
0.547,0.882,9,-6.784,1,0.0491,0.0354,0.000703,0.0947,0.742,179.957,275435,4,bollywood
0.443,0.369,7,-12.294,1,0.0333,0.0175,0.779,0.122,0.547,119.92,135052,4,rock
0.293,0.0483,8,-28.347,1,0.04,0.993,0.862,0.108,0.236,139.169,244067,4,classical
0.819,0.867,11,-5.329,1,0.0779,0.551,0.0298,0.0765,0.635,128.017,191323,4,dance
0.545,0.0603,6,-21.552,1,0.128,0.978,0,0.0879,0.167,102.483,21320,1,classical
0.584,0.775,1,-3.767,1,0.324,0.117,3.37E-06,0.515,0.751,174.57,191552,4,hip-hop
0.444,0.974,9,-2.165,1,0.0477,0.00147,0.0566,0.103,0.0609,174.02,267586,4,dance
0.22,0.181,10,-23.592,1,0.0438,0.891,0.897,0.147,0.241,139.046,129613,4,classical
0.785,0.575,1,-5.628,0,0.133,0.105,0,0.129,0.272,81.529,222360,4,hip-hop
0.5,0.803,8,-4.758,0,0.0364,0.837,0,0.151,0.638,105.043,225335,4,bollywood
0.528,0.837,1,-7.844,1,0.274,0.00407,0,0.138,0.545,95.006,208693,4,hip-hop
0.506,0.525,7,-8.899,1,0.0574,0.278,0.908,0.055,0.414,80.344,251507,4,classical
0.803,0.499,11,-10.219,0,0.226,0.262,0,0.174,0.301,125.003,247971,4,hip-hop
0.641,0.808,2,-5.363,1,0.0809,0.0115,0,0.0915,0.0753,154.962,151738,4,hip-hop
0.726,0.858,10,-6.897,0,0.329,0.0328,0,0.0452,0.744,92.034,272248,4,hip-hop
0.138,0.0853,8,-23.506,0,0.0383,0.986,0.876,0.0689,0.0343,87.875,526373,4,classical
0.409,0.738,7,-4.758,1,0.115,0.653,0,0.226,0.903,91.707,323641,4,bollywood
0.47,0.669,6,-5.518,0,0.0456,0.000234,0.0638,0.211,0.481,115.031,239800,4,dance
0.482,0.718,1,-4.328,0,0.0648,0.496,0,0.0829,0.315,163.657,190595,4,bollywood
0.114,0.214,5,-19.258,1,0.0406,0.985,0.719,0.114,0.0722,87.081,445382,4,classical
0.394,0.507,11,-8.825,0,0.118,0.00091,0,0.46,0.437,71.248,204826,4,hip-hop
0.607,0.615,10,-6.955,1,0.0384,0.54,0,0.141,0.724,144.159,751667,4,bollywood
0.28,0.0317,2,-30.14,1,0.055,0.992,0.937,0.0703,0.0539,130.066,410018,3,classical
0.674,0.742,11,-6.08,0,0.172,0.243,3.08E-06,0.161,0.397,95.957,241599,4,hip-hop
0.536,0.842,6,-7.08,1,0.0725,0.0099,0.000179,0.429,0.257,128.653,170923,4,dance
0.396,0.706,0,-10.667,0,0.0658,0.555,5.35E-06,0.873,0.601,125.706,395027,4,bollywood
0.227,0.0449,1,-25.134,0,0.0474,0.777,0.00325,0.132,0.0904,128.135,322187,4,classical
0.726,0.482,6,-11.024,0,0.22,0.0585,0,0.0421,0.929,177.968,141453,4,hip-hop
0.36,0.474,10,-12.042,1,0.0317,0.00586,0.86,0.205,0.203,141.479,448000,1,rock
0.847,0.842,0,-5.095,1,0.205,0.0206,0,0.22,0.856,148.054,260507,4,hip-hop
0.818,0.713,1,-6.441,1,0.24,0.00203,0.00136,0.088,0.377,130.083,137305,4,dance
0.346,0.0164,1,-26.022,1,0.0389,0.988,0.898,0.107,0.0438,74.91,384520,3,classical
0.561,0.338,9,-10.853,0,0.161,0.124,0,0.0936,0.646,98.842,223376,4,rock
0.394,0.907,0,-3.062,0,0.0482,0.0251,0,0.0885,0.579,173.795,157241,4,dance
0.921,0.769,5,-8.205,1,0.0806,0.0624,0,0.408,0.824,110.016,236153,4,hip-hop
0.343,0.115,0,-26.315,1,0.0459,0.988,0.914,0.0916,0.364,70.714,469480,4,classical
0.691,0.858,0,-5.63,0,0.0517,0.0253,0.00104,0.694,0.709,114.933,209573,4,dance
0.335,0.49,7,-7.432,0,0.0296,0.149,1.19E-06,0.291,0.207,129.879,314427,4,rock
0.528,0.46,8,-14.694,1,0.131,0.754,0.162,0.537,0.193,102.051,174862,4,hip-hop
0.407,0.245,9,-16.552,0,0.0518,0.99,3.96E-05,0.0848,0.179,95.756,194000,4,classical
0.729,0.918,6,-4.547,1,0.0578,0.103,0.00085,0.183,0.748,101.974,270141,4,bollywood
0.492,0.738,0,-10.236,1,0.0343,0.252,0.216,0.304,0.596,103.011,314237,4,rock
0.672,0.57,1,-9.124,1,0.128,0.0725,0,0.24,0.486,161.091,120000,4,hip-hop
0.843,0.432,0,-8.139,1,0.0677,0.0114,8.05E-06,0.123,0.161,106.028,310480,4,hip-hop
0.62,0.657,5,-7.074,1,0.0361,0.694,0.000247,0.139,0.379,94.026,210957,4,rock
0.705,0.96,8,-3.772,0,0.062,0.0862,3.36E-05,0.0239,0.97,164.066,217640,4,bollywood
0.713,0.654,9,-6.862,0,0.0378,0.00398,0.00281,0.0813,0.64,125.032,241360,4,bollywood
0.638,0.534,7,-8.995,0,0.0559,0.00412,0.827,0.0905,0.228,119.994,111147,4,dance
0.757,0.555,2,-11.257,1,0.252,0.235,0,0.161,0.573,88.004,181917,4,hip-hop
0.866,0.663,0,-9.001,1,0.206,0.119,0,0.318,0.83,85.298,238267,4,hip-hop
0.61,0.954,0,-3.05,0,0.0682,0.0313,6.44E-05,0.0804,0.831,126.031,208627,4,dance
0.765,0.461,0,-7.907,1,0.0355,0.682,0,0.114,0.85,89.245,107053,4,rock
0.438,0.706,0,-4.508,1,0.31,0.452,0,0.115,0.385,80.508,220235,4,dance
0.643,0.812,11,-8.203,0,0.302,0.42,0,0.344,0.671,82.052,262878,4,hip-hop
0.799,0.588,7,-9.136,0,0.0301,0.184,2.68E-05,0.0788,0.789,115.087,254990,4,bollywood
0.663,0.584,5,-11.396,1,0.0389,0.554,0,0.193,0.784,107.866,186973,4,rock
0.533,0.767,5,-10.419,1,0.0494,0.853,0.113,0.349,0.551,101.864,125787,4,rock
0.688,0.712,5,-4.629,0,0.2,0.122,0,0.359,0.348,128.884,214773,4,hip-hop
0.565,0.967,9,-3.338,1,0.118,0.0288,9.44E-06,0.0816,0.166,150.009,252800,4,dance
0.153,0.0558,3,-23.269,1,0.0462,0.979,2.75E-06,0.137,0.0392,164.857,283800,3,classical
0.162,0.128,3,-20.127,1,0.0365,0.979,0.904,0.331,0.0845,131.758,272253,4,classical
0.452,0.872,8,-3.656,1,0.0516,0.267,0,0.363,0.216,89.714,122320,4,hip-hop
0.649,0.687,1,-10.712,1,0.165,0.725,1.45E-06,0.164,0.862,90.308,263402,4,bollywood
0.667,0.588,1,-6.018,0,0.0387,0.519,4.52E-06,0.103,0.583,136.024,271560,4,bollywood
0.765,0.808,1,-4.414,0,0.0319,0.00127,1.15E-05,0.0835,0.768,122.038,196107,4,dance
0.636,0.375,2,-11.863,1,0.0351,0.756,0.876,0.211,0.82,112.352,216973,4,dance
0.426,0.903,8,-5.969,0,0.0402,0.00166,0.123,0.373,0.239,149.974,358400,4,dance
0.219,0.799,2,-9.375,1,0.0689,0.000167,0.34,0.745,0.413,156.959,309896,4,rock
0.741,0.554,6,-12.729,0,0.494,0.252,0,0.0798,0.759,158.037,162911,4,hip-hop
0.228,0.0284,0,-31.642,1,0.0421,0.934,0.7,0.161,0.1,148.922,244760,3,classical
0.636,0.272,0,-13.258,1,0.0317,0.755,0.00138,0.109,0.286,105.186,173613,4,rock
0.454,0.523,7,-11.253,1,0.032,0.824,0.869,0.104,0.0758,91.944,457826,4,rock
0.698,0.822,2,-7.158,1,0.0506,0.0281,0.0396,0.233,0.709,157.928,197100,4,bollywood
0.674,0.474,8,-7.765,1,0.0281,0.589,1.07E-06,0.0652,0.305,129.997,263378,4,bollywood
0.0755,0.081,2,-22.366,1,0.0412,0.948,0.9,0.114,0.0383,53.159,213800,4,classical
0.701,0.818,9,-10.179,1,0.0834,0.0267,0,0.307,0.661,119.966,278605,4,bollywood
0.803,0.995,10,-4.447,0,0.0621,0.00992,0.88,0.0577,0.68,120.159,170063,4,dance
0.401,0.273,8,-13.672,0,0.04,0.827,1.02E-06,0.108,0.301,184.788,260645,4,bollywood
0.644,0.827,9,-5.124,1,0.136,0.0305,0.000102,0.138,0.875,155.069,149419,4,bollywood
0.447,0.569,10,-11.31,1,0.0532,0.462,0.000207,0.297,0.86,117.705,150440,4,rock
0.648,0.518,9,-7.234,1,0.0372,0.663,0,0.335,0.49,120.063,560144,4,bollywood
0.546,0.612,6,-6.559,1,0.0662,0.949,0.0429,0.431,0.757,114.176,147253,4,bollywood
0.511,0.537,0,-8.938,1,0.0439,0.228,4.33E-05,0.167,0.433,89.395,242919,4,rock
0.517,0.91,4,-5.349,1,0.0694,0.000971,0.0171,0.434,0.146,137.888,311733,4,rock
0.273,0.0279,9,-20.515,0,0.0435,0.992,0.739,0.0548,0.0687,136.492,358013,3,classical
0.637,0.962,8,-4.291,1,0.423,0.233,0,0.987,0.477,142.05,238267,4,dance
0.62,0.791,9,-3.343,1,0.0265,0.0361,0,0.143,0.734,95.075,209110,4,rock
0.771,0.715,6,-11.518,0,0.364,0.222,0.685,0.187,0.898,89.21,181598,4,hip-hop
0.479,0.948,11,-4.372,0,0.0569,0.0056,0,0.231,0.516,98.06,199040,4,rock
0.595,0.759,7,-5.623,0,0.0321,0.695,0.000307,0.123,0.391,104.997,279929,3,bollywood
0.291,0.0772,10,-19.307,0,0.0432,0.98,0.727,0.285,0.102,107.588,60157,4,classical
0.301,0.574,7,-12.391,0,0.0594,0.257,0.00639,0.51,0.572,92.605,283960,3,bollywood
0.549,0.705,7,-4.593,1,0.112,0.261,0,0.0948,0.824,141.172,252627,4,rock
0.793,0.699,6,-9.849,1,0.37,0.0199,0.000183,0.108,0.897,98.957,242347,4,hip-hop
0.374,0.0242,9,-30.067,0,0.0367,0.947,0.456,0.113,0.0669,98.154,248173,4,dance
0.672,0.323,0,-14.515,1,0.0477,0.257,4.62E-06,0.319,0.728,91.315,76107,4,rock
0.581,0.887,9,-7.422,1,0.034,1.14E-05,0.924,0.0961,0.71,123.003,207240,4,dance
0.763,0.918,10,-3.265,0,0.112,0.214,0,0.127,0.671,90.097,176000,4,hip-hop
0.557,0.853,9,-2.917,0,0.0406,0.0818,0,0.13,0.459,124.968,206640,4,dance
0.65,0.61,3,-6.737,1,0.194,0.687,0.0552,0.158,0.836,121.588,120022,4,bollywood
0.627,0.727,11,-6.528,0,0.036,0.0568,0.00219,0.262,0.199,113.952,282194,4,bollywood
0.308,0.182,2,-25.589,0,0.0344,0.984,0.855,0.115,0.641,82.281,83333,4,classical
0.546,0.234,7,-19.339,1,0.0448,0.927,0.8,0.175,0.485,123.43,326000,4,classical
0.499,0.0884,5,-25.521,1,0.0668,0.994,0.897,0.0711,0.432,134.191,61933,4,classical
0.527,0.509,2,-8.752,1,0.39,0.136,0,0.378,0.474,123.903,311320,4,hip-hop
0.501,0.732,6,-5.851,0,0.0671,0.612,1.07E-06,0.107,0.816,88.584,248664,4,bollywood
0.362,0.189,2,-17.983,1,0.045,0.971,0.389,0.284,0.349,82.938,491991,4,classical
0.812,0.455,9,-11.243,1,0.188,0.195,0,0.274,0.925,80.702,250960,4,rock
0.68,0.289,8,-9.498,1,0.0601,0.855,0,0.114,0.907,152.798,196393,3,bollywood
0.451,0.73,4,-6.533,0,0.28,0.443,1.31E-05,0.246,0.497,101.355,192941,4,dance
0.719,0.702,2,-8.463,1,0.112,0.232,0,0.119,0.512,142.094,206197,4,hip-hop
0.723,0.933,0,-4.281,0,0.0368,9.30E-05,0.47,0.156,0.547,123.008,225867,4,dance
0.167,0.0427,0,-21.906,1,0.038,0.945,0.91,0.138,0.0898,141.706,134293,4,classical
0.373,0.389,7,-8.328,1,0.0327,0.798,0.735,0.291,0.557,76.793,151908,3,rock
0.495,0.777,1,-5.099,0,0.032,0.00718,0.000952,0.182,0.443,133.922,226373,4,rock
0.274,0.0205,2,-25.089,0,0.0355,0.995,0.918,0.0648,0.174,80.821,274627,3,classical
0.335,0.203,9,-12.475,0,0.0313,0.899,0.81,0.271,0.83,177.162,75573,3,dance
0.576,0.806,0,-5.959,1,0.0377,0.00386,0.000854,0.386,0.282,151.842,224305,4,hip-hop
0.733,0.725,11,-5.147,0,0.316,0.149,0,0.38,0.431,128.898,175047,5,dance
0.759,0.552,6,-7.227,1,0.209,0.87,0.112,0.546,0.744,95.03,174173,4,hip-hop
0.291,0.0708,9,-23.676,1,0.0363,0.991,0.875,0.127,0.189,84.9,283133,4,classical
0.786,0.718,7,-1.795,1,0.0317,0.0268,0.00512,0.0474,0.642,104.018,207773,4,dance
0.52,0.643,11,-4.769,1,0.0322,0.614,1.43E-05,0.359,0.638,134.466,284507,4,bollywood
0.696,0.903,6,-4.93,1,0.0911,0.0242,0,0.0429,0.796,104.688,190354,4,dance
0.667,0.612,10,-6.344,0,0.062,0.00598,0,0.226,0.23,95.031,166773,4,hip-hop
0.567,0.921,8,-6.419,0,0.0601,0.0652,0.00603,0.138,0.293,124.019,224523,4,dance
0.609,0.834,7,-2.497,0,0.103,0.597,0,0.116,0.694,91.852,247663,4,bollywood
0.331,0.342,6,-10.137,1,0.0377,0.79,0,0.101,0.105,80.088,509430,4,bollywood
0.642,0.918,0,-7.519,1,0.0394,0.0292,2.83E-05,0.967,0.562,136.011,248102,4,bollywood
0.721,0.761,10,-13.71,0,0.0615,0.00697,0.774,0.0587,0.836,117.871,277063,4,dance
0.493,0.858,7,-2.423,1,0.322,0.0484,0,0.0914,0.413,103.689,190896,5,dance
0.127,0.239,4,-16.517,1,0.0389,0.943,0.88,0.0809,0.0364,88.369,489560,1,rock
0.718,0.71,5,-3.263,1,0.183,0.0296,0,0.0728,0.274,92.511,147684,4,hip-hop
0.309,0.522,7,-11.085,1,0.0437,0.89,0.141,0.0969,0.278,134.914,577320,3,bollywood
0.629,0.855,2,-5.32,1,0.331,0.387,0,0.106,0.731,70.639,245088,4,hip-hop
0.566,0.751,7,-10,0,0.0623,0.696,0.00023,0.747,0.642,101.632,259773,4,rock
0.395,0.837,2,-4.081,1,0.0518,0.000203,0.000216,0.119,0.131,127.925,208192,4,dance
0.519,0.903,0,-4.787,1,0.0358,0.000999,0,0.089,0.834,135.073,203797,4,rock
0.83,0.811,10,-5.246,0,0.35,0.148,0,0.324,0.741,145.093,164901,4,hip-hop
0.254,0.191,11,-19.618,1,0.0329,0.991,0.893,0.107,0.169,86.493,325680,4,classical
0.478,0.785,4,-5.287,0,0.028,0.000335,6.87E-05,0.127,0.277,95.015,319800,4,rock
0.394,0.697,7,-3.787,1,0.0317,0.0308,0,0.173,0.279,150.058,203000,4,rock
0.447,0.559,9,-6.667,1,0.041,0.399,0,0.572,0.832,145.539,361352,3,bollywood
0.785,0.673,1,-9.08,0,0.266,0.33,0,0.107,0.313,100.033,153600,4,hip-hop
0.309,0.316,1,-19.299,1,0.0475,0.988,0.934,0.113,0.194,71.202,71115,3,classical
0.229,0.419,6,-14.335,0,0.0387,0.993,0.91,0.657,0.0971,77.989,441387,4,classical
0.874,0.511,5,-10.546,1,0.14,0.469,0,0.138,0.698,114.973,163304,4,hip-hop
0.402,0.045,6,-25.512,0,0.0438,0.824,1.72E-05,0.142,0.15,128.282,64587,4,classical
0.658,0.855,10,-6.134,0,0.203,0.061,0,0.14,0.632,90.001,207563,4,bollywood
0.795,0.489,1,-5.7,1,0.03,0.672,0,0.325,0.243,99.002,2113939,4,bollywood
0.688,0.806,1,-4.802,1,0.323,0.577,0,0.121,0.565,88.9,198034,4,hip-hop
0.525,0.596,2,-8.057,1,0.0522,0.677,0,0.0678,0.764,175.226,129600,4,dance
0.595,0.635,0,-6.914,1,0.0682,0.0503,2.35E-05,0.158,0.242,108.51,218160,4,rock
0.733,0.745,8,-7.131,1,0.115,0.308,0,0.0921,0.237,108.53,265533,4,hip-hop
0.78,0.556,10,-7.602,0,0.28,0.277,0,0.114,0.252,120.033,184000,3,hip-hop
0.648,0.447,0,-6.463,0,0.034,0.763,0,0.206,0.377,120.106,201196,4,bollywood
0.0996,0.0984,7,-20.047,1,0.0439,0.988,0.925,0.272,0.0488,69.192,417547,4,dance
0.771,0.663,8,-5.875,0,0.337,0.25,0,0.155,0.666,97.972,134500,4,hip-hop
0.312,0.91,7,-3.471,1,0.0628,5.14E-05,0.305,0.978,0.244,127.798,318080,4,dance
0.348,0.446,0,-15.65,1,0.0431,0.222,0,0.512,0.41,140.531,268722,4,rock
0.633,0.524,8,-9.264,0,0.0379,0.868,0.000608,0.158,0.854,140.691,292573,4,bollywood
0.584,0.449,2,-6.169,0,0.0294,0.812,0,0.246,0.29,88.964,147624,4,rock
0.548,0.581,9,-9.325,0,0.0382,0.766,0.000261,0.112,0.506,179.994,93333,4,bollywood
0.691,0.506,10,-4.108,1,0.0344,0.168,0,0.416,0.141,126.014,246320,4,hip-hop
0.463,0.962,1,-5.992,0,0.0451,0.00395,0.252,0.309,0.0362,102.251,162219,3,dance
0.643,0.527,2,-14.795,0,0.0731,0.468,0.000111,0.158,0.703,102.343,394851,4,rock
0.207,0.279,0,-15.03,1,0.0363,0.94,0.877,0.36,0.403,116.472,80000,3,classical
0.536,0.162,10,-23.752,1,0.0368,0.974,2.30E-05,0.422,0.571,106.961,61773,4,classical
0.692,0.786,3,-9.524,0,0.0446,0.0192,0.0054,0.0787,0.865,123.996,161055,4,dance
0.689,0.587,1,-9.96,0,0.0303,0.511,0.00174,0.102,0.725,107.563,206069,4,rock
0.552,0.0636,9,-18.908,1,0.0643,0.993,0.936,0.134,0.379,104.909,112000,4,classical
0.266,0.859,8,-6.112,1,0.091,0.0325,0.00693,0.359,0.345,122.638,250360,4,rock
0.0691,0.0149,0,-26.863,1,0.0451,0.978,0.896,0.0829,0.0369,75.68,557933,3,classical
0.347,0.733,7,-9.104,0,0.0482,0.231,0.485,0.221,0.51,163.151,120457,4,rock
0.786,0.905,1,-8.211,0,0.0386,0.244,0.845,0.114,0.465,134.986,423973,4,dance
0.451,0.414,5,-10.346,1,0.0433,0.747,0.000972,0.214,0.485,150.031,483413,4,bollywood
0.343,0.0933,2,-19.523,1,0.0444,0.98,0.883,0.0862,0.342,120.535,475827,4,classical
0.1,0.00848,9,-38.67,0,0.0417,0.954,0.913,0.0965,0.0356,84.152,372600,3,classical
0.371,0.0194,1,-25.297,1,0.0455,0.993,0.911,0.114,0.0598,67.875,208013,3,classical
